"# Program:featureCounts v1.5.1; Command:""featureCounts"" ""-p"" ""-T"" ""4"" ""-C"" ""-t"" ""transcript"" ""-g"" ""gene_name"" ""-a"""						
Geneid	Chr	Start	End	Strand	Length	F8
Gm24180	1	43918777	43918886	-	110	0
Tpp2	1	43934002	44002999	+	68998	0
Mettl21c	1;1;1	44009408;44009935;44010510	44020006;44017468;44020034	-;-;-	10627	0
Gm15838	1	44018470	44018649	-	180	0
Gm8251	1	44055952	44061936	-	5985	0
Tex30	1;1;1;1;1;1;1;1;1;1;1;1;1	44086613;44086616;44086810;44086810;44086860;44086861;44086867;44087029;44087901;44088017;44088502;44088508;44088514	44102391;44102438;44102343;44102362;44102423;44102441;44101672;44102433;44102401;44102013;44102414;44102437;44099995	-;-;-;-;-;-;-;-;-;-;-;-;-	15829	0
Kdelc1	1;1;1;1;1;1;1	44091463;44091564;44106546;44106885;44106887;44112083;44114784	44110045;44110790;44118808;44118753;44118765;44118765;44118701	-;-;-;-;-;-;-	27346	0
Bivm	1;1;1;1;1	44118957;44119000;44119162;44119968;44119979	44126566;44126329;44144510;44144770;44126407	+;+;+;+;+	25814	0
Ercc5	1;1;1;1;1;1	44147847;44147847;44147909;44147932;44156935;44158830	44181260;44181260;44161844;44158255;44166998;44167217	+;+;+;+;+;+	33414	0
Mettl21e	1;1	44204070;44206425	44218961;44218913	-;-	14892	0
Gm15833	1	44212162	44213118	+	957	0
Gulp1	1;1;1;1;1;1	44551511;44551693;44551693;44551727;44552597;44689144	44796833;44788874;44796826;44788495;44708632;44796825	+;+;+;+;+;+	245323	0
Gm16102	1	44644279	44644698	+	420	0
Col3a1	1;1;1	45311538;45311538;45327589	45349706;45325018;45328894	+;+;+	38169	0
Col5a2	1;1;1;1	45374321;45389031;45414199;45417474	45503282;45393634;45503282;45422411	-;-;-;-	128962	0
Gm23216	1	45685456	45685562	-	107	0
Gm23974	1	45746895	45747025	+	131	0
Gm23984	1	45772962	45773164	+	203	0
Wdr75	1;1;1;1;1;1;1	45795166;45795449;45795503;45795507;45801989;45803686;45814678	45823619;45823604;45802355;45803929;45823515;45805447;45823619	+;+;+;+;+;+;+	28454	0
Gm5526	1;1	45857332;45857332	45857754;45857787	-;-	456	0
Gm5269	1;1	45889525;45889941	45890273;45890078	-;-	749	0
Slc40a1	1	45908070	45925594	-	17525	0
Rpl23a-ps1	1	45981548	45982015	+	468	0
Gm3852	1;1	46011547;46011757	46012266;46012020	-;-	720	0
Gm4776	1;1;1	46020072;46020415;46020415	46030469;46030437;46030437	-;-;-	10398	0
Dnah7b	1	46066738	46373550	+	306813	0
n-R5s211	1	46374197	46374315	+	119	0
Dnah7c	1	46608961	46626111	+	17151	0
Slc39a10	1;1	46807544;46817602	46854046;46835899	-;-	46503	0
Gm4852	1	47365644	47366372	-	729	0
mmu-mir-6350	1	47467021	47467125	-	105	0
Gm22419	1	47749279	47749399	-	121	0
Gm23829	1	47751299	47751568	-	270	0
Gm5974	1	48313866	48314851	-	986	0
Gm23240	1	48462173	48462293	-	121	0
Gm8357	1	48881713	48882723	+	1011	0
Gm22693	1	49095444	49095885	+	442	0
C230029F24Rik	1	49244616	49338246	+	93631	0
PCGEM1	1	50222389	50222520	-	132	0
Gm25843	1	50559762	50560075	+	314	0
Tmeff2	1;1;1	50900647;50909962;50927519	50915430;50979920;51187270	+;+;+	286624	0
Gm25736	1	51015313	51015413	+	101	0
Sdpr	1	51289126	51302959	+	13834	0
Nabp1	1	51469498	51478399	-	8902	0
Myo1b	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	51749765;51749982;51749989;51749994;51760353;51762522;51762590;51766876;51776393;51779715;51797403;51799536;51810681;51834464;51862645	51916071;51915941;51907316;51915928;51764470;51770879;51767392;51776436;51795225;51782204;51896301;51820546;51915912;51851106;51915921	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	166307	0
SNORA7	1;7	51938974;121040344	51939095;121040480	-;-	259	0
Gm8420	1	51940650	51941261	-	612	0
Stat4	1;1	51987148;52008244	52107188;52107184	+;+	120041	0
Gm3940	1	52090635	52091066	-	432	0
Stat1	1	52119438	52161865	+	42428	0
Gls	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	52163448;52165941;52166128;52166264;52166282;52168447;52184104;52185280;52185280;52187683;52189468;52191200;52196478;52204170;52205181;52207301;52214518	52233223;52232296;52190909;52168975;52169145;52190910;52233232;52212209;52200482;52190909;52197374;52215594;52200374;52215594;52214533;52215943;52232811	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	69785	0
Gm23460	1	52444436	52444544	-	109	0
Nab1	1;1;1;1;1	52457294;52459218;52459241;52490310;52490608	52500679;52490736;52467057;52500315;52499980	-;-;-;-;-	43386	0
Gm5976	1	52503234	52504229	-	996	0
Tmem194b	1	52630705	52651919	+	21215	0
Mfsd6	1;1;1;1;1	52656286;52656527;52659986;52660903;52675623	52727462;52709195;52727462;52669351;52727358	-;-;-;-;-	71177	0
Inpp1	1;1;1;1;1;1	52789413;52789668;52790056;52794665;52796979;52797066	52817688;52799488;52795048;52817568;52817451;52800371	-;-;-;-;-;-	28276	0
Hibch	1;1;1;1;1;1	52845013;52845044;52845046;52851768;52865089;52902633	52920981;52885337;52920986;52860143;52901320;52913760	+;+;+;+;+;+	75974	0
Gm16107	1	52873137	52873998	-	862	0
1700019D03Rik	1;1;1	52922324;52922324;52922324	52952844;52953350;52963260	-;-;-	40937	0
Mstn	1	53061663	53068079	+	6417	0
Gm24349	1	53100050	53100150	+	101	0
1700019A02Rik	1	53158577	53187617	-	29041	0
Pms1	1;1;1;1;1;1;1	53189187;53197112;53262895;53267863;53275121;53275143;53281947	53297018;53297017;53296967;53296975;53282408;53297015;53297015	-;-;-;-;-;-;-	107832	0
Ormdl1	1;1	53297095;53297095	53301953;53310309	+;+	13215	0
Osgepl1	1;1;1;1;1;1;1	53313624;53313654;53313657;53313657;53313663;53313673;53319709	53326343;53326174;53316632;53318658;53324064;53326167;53326175	+;+;+;+;+;+;+	12720	0
Asnsd1	1;1;1;1;1;1	53325507;53344617;53344645;53347831;53348238;53350317	53352667;53352752;53352752;53352752;53351275;53352570	-;-;-;-;-;-	27246	0
Dnah7a	1	53397002	53706784	-	309783	0
Gm25240	1	53443271	53443395	-	125	0
Stk17b	1	53755506	53785224	-	29719	0
Hecw2	1;1;1;1;1;1	53806882;53811175;53832692;53839017;53930813;53941496	54195034;54194048;53841171;53866512;54195034;54195168	-;-;-;-;-;-	388287	0
mmu-mir-7681	1	53849424	53849495	+	72	0
Gm24251	1	53886828	53886941	-	114	0
Gm25829	1	54249102	54249208	-	107	0
Ccdc150	1;1;1;1;1	54250683;54250683;54250722;54329992;54354596	54368727;54278961;54368470;54368608;54368603	+;+;+;+;+	118045	0
Gtf3c3	1	54397581	54438971	-	41391	0
Pgap1	1	54473000	54557684	-	84685	0
Ankrd44	1;1;1;1;1;1;1;1;1;1;1;1;1;1	54645340;54645342;54649097;54651669;54654911;54667213;54722568;54728987;54735302;54743299;54760569;54760887;54762368;54766792	54926387;54926387;54657687;54763728;54690947;54723076;54724423;54735644;54926354;54766423;54768827;54926387;54813443;54884711	-;-;-;-;-;-;-;-;-;-;-;-;-;-	281048	0
Gm24053	1	54769218	54769322	+	105	0
Sf3b1	1	54985169	55027478	-	42310	0
Coq10b	1;1	55052770;55052770	55072701;55072701	+;+	19932	0
Hspd1	1;1;1	55077835;55083067;55084533	55088024;55088243;55088243	-;-;-	10409	0
Hspe1	1;1	55088132;55088314	55091307;55089915	+;+	3176	0
Gm16581	1	55127297	55128287	+	991	0
Mob4	1;1;1;1;1;1;1	55131231;55131231;55131260;55131282;55131287;55131320;55131326	55154899;55153938;55154898;55152999;55153359;55152783;55145383	+;+;+;+;+;+;+	23669	0
Gm6822	1;1	55160740;55160747	55161051;55161053	-;-	314	0
Rftn2	1;1;1;1;1	55170159;55171748;55201651;55203945;55223942	55226782;55226782;55226782;55206489;55226782	-;-;-;-;-	56624	0
Gm10561	1	55226251	55235622	+	9372	0
Mars2	1	55237177	55240058	+	2882	0
Boll	1;1;1;1;1;1;1;1	55248658;55268856;55300069;55300069;55300069;55300070;55346257;55348915	55300178;55360741;55363319;55363319;55362707;55362726;55363469;55360741	-;-;-;-;-;-;-;-	114812	0
Gm8292	1;1	55335367;55335401	55335883;55335796	+;+	517	0
Plcl1	1	55406388	55751802	+	345415	0
Gm6644	1	55443733	55445064	-	1332	0
Hsfy2	1	56636053	56637451	-	1399	0
Satb2	1;1;1;1;1	56793986;56793988;56793989;56948134;56969740	56971858;56969872;56972502;56969840;56978650	-;-;-;-;-	184665	0
9130024F11Rik	1	56971491	56975197	+	3707	0
Gm23943	1	56999155	56999275	-	121	0
4930558J18Rik	1	57359222	57377504	-	18283	0
1700066M21Rik	1	57377620	57385423	+	7804	0
Tyw5	1;1;1;1;1;1;1;1;1;1	57388237;57388240;57388240;57388405;57388416;57388666;57388686;57390712;57391429;57393321	57407101;57406471;57406674;57390771;57393698;57406443;57391740;57401522;57406471;57406537	-;-;-;-;-;-;-;-;-;-	18865	0
9430016H08Rik	1	57406328	57417953	+	11626	0
Gm22371	1	57422244	57422373	-	130	0
Gm24014	1	57467870	57468026	+	157	0
Spats2l	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	57774162;57774249;57774301;57774365;57774419;57774600;57774735;57774744;57774755;57774861;57774890;57774912;57774917;57845571;57902071	57885768;57879723;57902109;57946964;57800438;57885836;57946965;57938021;57946965;57948394;57857541;57832306;57799580;57946965;57940374	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	174233	0
Gm17234	1	57909835	57917111	-	7277	0
Kctd18	1;1;1;1;1;1;1;1;1;1	57955101;57955248;57955253;57956072;57956580;57956692;57956720;57960054;57963566;57963602	57970084;57970128;57969524;58018956;57970048;57963447;57962102;57970052;57970079;57970079	-;-;-;-;-;-;-;-;-;-	63856	0
Sgol2	1	57995971	58025899	+	29929	0
Aox1	1;1	58029931;58029964	58106413;58070879	+;+	76483	0
Aox3	1;1;1;1;1	58113130;58113136;58113138;58113186;58169624	58115009;58200698;58122105;58139122;58172247	+;+;+;+;+	87569	0
Gm24548	1	58154981	58155088	-	108	0
Aox4	1;1;1;1	58210397;58210432;58210451;58240606	58268597;58260382;58215410;58245161	+;+;+;+	58201	0
Gm15759	1	58254117	58315656	-	61540	0
Aox2	1	58278326	58379264	+	100939	0
Bzw1	1	58393136	58406548	+	13413	0
Clk1	1;1;1;1;1;1;1;1;1;1;1;1	58410189;58412000;58412000;58412000;58412000;58412000;58412000;58412316;58414615;58416143;58416910;58421626	58424066;58412861;58413437;58416765;58424066;58424066;58424066;58413825;58421258;58424066;58417426;58424066	-;-;-;-;-;-;-;-;-;-;-;-	13878	0
Ppil3	1;1;1;1;1	58430994;58430994;58430997;58433787;58438176	58445429;58445434;58445486;58445369;58445176	-;-;-;-;-	14493	0
Nif3l1	1;1;1;1;1;1	58445151;58445267;58445628;58445729;58447631;58449167	58462276;58481816;58450507;58448050;58462266;58457800	+;+;+;+;+;+	36666	0
Orc2	1;1;1	58462771;58464204;58480311	58505109;58501416;58481449	-;-;-	42339	0
Gm23966	1	58466515	58466621	-	107	0
Gm15834	1;1;1	58505148;58505152;58505155	58512616;58517530;58523230	+;+;+	18083	0
Fam126b	1;1;1;1;1;1;1	58522806;58527021;58529083;58552187;58557333;58557360;58565604	58586323;58586266;58586191;58586275;58586264;58586277;58586297	-;-;-;-;-;-;-	63518	0
Ndufb3	1	58586384	58595964	+	9581	0
Gm10068	1	58646608	58648317	+	1710	0
Als2cr12	1	58658117	58695989	-	37873	0
Cflar	1;1;1;1;1;1;1;1;1;1;1;1	58711508;58711508;58711510;58711516;58711534;58711544;58711551;58711560;58713294;58713302;58713317;58730552	58754341;58713886;58731246;58714303;58713889;58717554;58753976;58758884;58733227;58723070;58755165;58752453	+;+;+;+;+;+;+;+;+;+;+;+	47377	0
Casp8	1;1	58795374;58802502	58847503;58847503	+;+	52130	0
Trak2	1;1;1;1;1;1	58900449;58903504;58903672;58919896;58926663;58945902	58973430;58946337;58907212;58921697;58973429;58973430	-;-;-;-;-;-	72982	0
Stradb	1;1;1;1;1;1;1	58973522;58973522;58973522;58973522;58973522;58973522;58991058	58981475;58987847;58991512;58994997;58995122;58995715;58994359	+;+;+;+;+;+;+	22194	0
Als2cr11	1;1;1	58997123;59050506;59069820	59003443;59094900;59084523	-;-;-	50716	0
Gm25502	1	59070988	59071118	+	131	0
Tmem237	1;1	59100594;59100597	59120096;59119806	-;-	19503	0
G730003C15Rik	1	59119833	59122139	+	2307	0
Mpp4	1;1;1	59120936;59120936;59120936	59163389;59161636;59161636	-;-;-	42454	0
Als2	1;1;1;1	59162926;59164058;59191609;59215651	59237231;59237093;59237231;59237226	-;-;-;-	74306	0
Cdk15	1;1;1;1	59256906;59256907;59257128;59298936	59352993;59352369;59257878;59352448	+;+;+;+	96088	0
Fzd7	1;1	59482147;59482179	59486947;59486947	+;+	4801	0
Gm26813	1	59488480	59492605	-	4126	0
Gm973	1	59516264	59634508	+	118245	0
Gm24545	1	59626580	59626664	+	85	0
Sumo1	1;1	59639434;59643996	59670834;59670834	-;-	31401	0
Nop58	1	59685006	59711510	+	26505	0
Snord70	1	59691934	59692020	+	87	0
Gm26293	1	59692509	59692592	+	84	0
Gm26287	1	59704258	59704338	+	81	0
Snord11	1	59704790	59704873	+	84	0
Bmpr2	1	59764279	59870549	+	106271	0
Fam117b	1;1	59913006;59970680	59985346;59981515	+;+	72341	0
Ica1l	1	59989070	60043087	-	54018	0
Wdr12	1;1;1;1;1;1;1;1	60076868;60076868;60076868;60083085;60083795;60088041;60088041;60093998	60097908;60098146;60098645;60085762;60085939;60098125;60098135;60097697	-;-;-;-;-;-;-;-	21778	0
Carf	1;1;1;1;1;1	60098247;60098264;60098266;60105344;60108081;60141448	60151032;60125977;60105878;60151032;60150729;60148027	+;+;+;+;+;+	52786	0
Gm15464	1	60117255	60117685	+	431	0
Nbeal1	1;1;1;1;1	60180599;60181495;60222202;60260314;60278770	60334705;60338328;60235561;60331466;60291929	+;+;+;+;+	157730	0
Cyp20a1	1;1;1	60343323;60343323;60343323	60372707;60388060;60388060	+;+;+	44738	0
Abi2	1	60409619	60481162	+	71544	0
Raph1	1;1;1;1;1;1	60483191;60483236;60490412;60493323;60493538;60525688	60495506;60566765;60566769;60566769;60566769;60567104	-;-;-;-;-;-	83914	0
Gm11575	1	60522839	60523066	-	228	0
Gm11576	1	60537020	60537436	+	417	0
Gm11578	1	60592251	60592709	-	459	0
Gm23762	1	60613698	60613803	-	106	0
Gm11577	1	60700872	60701937	+	1066	0
Eif4a-ps4	1;1	60703918;60703932	60705656;60705149	+;+	1739	0
Cd28	1;1;1	60716800;60746358;60746402	60763163;60773359;60764626	+;+;+	56560	0
Gm11579	1	60776665	60781834	-	5170	0
2310016D23Rik	1	60778843	60803790	+	24948	0
Gm11609	1	60792490	60793832	+	1343	0
Gm11581	1	60809116	60809942	+	827	0
Ctla4	1;1;1	60887000;60909025;60909171	60912716;60915832;60914769	+;+;+	28833	0
Rpl18-ps1	1	60900898	60901422	+	525	0
Gm11582	1	60948230	60948465	-	236	0
Icos	1;1	60977927;60977927	60995797;61000320	+;+	22394	0
Rpl17-ps1	1	61075674	61076225	+	552	0
Gm11590	1	61121378	61124004	-	2627	0
Gm11591	1	61196541	61197242	-	702	0
Gm11587	1	61306636	61307746	+	1111	0
9530026F06Rik	1	61378432	61395904	+	17473	0
Gm11588	1	61440101	61469475	+	29375	0
Gm25839	1	61470441	61470543	+	103	0
4930587A21Rik	1	61616943	61621149	-	4207	0
Pard3b	1;1;1;1;1	61638824;61638824;61638875;61639243;61639243	62078259;62642284;61769859;62637923;62642284	+;+;+;+;+	1003461	0
4930448K12Rik	1;1	61767415;61786744	61851462;61851540	-;-	84126	0
Gm12747	1	62131195	62136109	-	4915	0
Gm11610	1	62456725	62499261	-	42537	0
Gm11600	1	62656695	62657788	-	1094	0
Gm11599	1	62660839	62661716	+	878	0
Nrp2	1;1;1;1;1;1;1	62703285;62703285;62703285;62703702;62703702;62703702;62703702	62739932;62818695;62818695;62818695;62796981;62796981;62818695	+;+;+;+;+;+;+	115411	0
Ino80d	1;1;1;1;1;1	62958418;63047801;63047801;63047801;63062150;63062164	63091929;63114267;63114667;63114267;63114334;63114255	-;-;-;-;-;-	156250	0
Gm24942	1	63032706	63032819	+	114	0
Gm11601	1	63038214	63038581	+	368	0
Gm11603	1	63073774	63074019	+	246	0
Gm11602	1	63114471	63158290	+	43820	0
Ndufs1	1;1;1	63143596;63143603;63158902	63176822;63176822;63176667	-;-;-	33227	0
Eef1b2	1;1;1;1;1;1;1;1	63176825;63177129;63177131;63177145;63177145;63177147;63177185;63177223	63180486;63179362;63178509;63179568;63179622;63178423;63178879;63178898	+;+;+;+;+;+;+;+	3662	0
uc_338	1;2;2;2;2;X;8;14;9;9;11;12;12;15;18	63177983;13226828;36087356;40598374;73827665;169295009;79970390;35569953;21677913;110109012;116839794;86651170;103128189;102485908;42574209	63178158;13227014;36087498;40598543;73827831;169295177;79970564;35570120;21678096;110109139;116839966;86651254;103128350;102486089;42574364	+;+;-;-;-;+;+;+;+;-;-;+;+;+;+	2425	0
Gm26457	1	63178677	63178754	+	78	0
Snora41	1	63179004	63179135	+	132	0
Gpr1	1	63182691	63214543	-	31853	0
Gm23611	1	63198031	63198156	+	126	0
Gm11607	1	63200313	63207614	+	7302	0
Gm11608	1;1	63266848;63266848	63273120;63273115	-;-	6273	0
Gm24513	1	63273226	63273363	-	138	0
Zdbf2	1;1;1	63273265;63273269;63290738	63314576;63295022;63314575	+;+;+	41312	0
Gm23448	1	63300280	63300383	-	104	0
Gm11606	1	63357434	63358050	-	617	0
Gm11605	1	63364720	63365365	-	646	0
Adam23	1;1;1;1;1;1;1;1;1	63445891;63445895;63445904;63445904;63445910;63445935;63494169;63555174;63567893	63573217;63596276;63596515;63573221;63569094;63532849;63596276;63566910;63596276	+;+;+;+;+;+;+;+;+	150625	0
Gm22281	1	63575488	63575590	-	103	0
Dytn	1;1	63622851;63664220	63686927;63686910	-;-	64077	0
Gm12748	1	63671468	63671971	+	504	0
Mdh1b	1	63698819	63730318	-	31500	0
Fastkd2	1;1;1;1;1;1	63730614;63730641;63730643;63737714;63748021;63751221	63754655;63737847;63752538;63748057;63750276;63752465	+;+;+;+;+;+	24042	0
4933402D24Rik	1	63754907	63769267	-	14361	0
Gm13751	1	63844827	63845578	-	752	0
Gm13754	1	63917848	63935932	+	18085	0
Gm13749	1	63964727	63968999	+	4273	0
Klf7	1;1;1;1	64029447;64035675;64079004;64079103	64121491;64121389;64121482;64122282	-;-;-;-	92836	0
Gm26649	1	64029463	64032927	+	3465	0
mmu-mir-6899	1	64042438	64042501	-	64	0
Gm13748	1	64078654	64090782	+	12129	0
Gm13750	1	64150201	64150665	+	465	0
Gm25748	1	64396334	64396403	+	70	0
Creb1	1;1;1	64532804;64532804;64532804	64604547;64604547;64604547	+;+;+	71744	0
Mettl21a	1;1;1;1	64606473;64606480;64607956;64614204	64617242;64617168;64615631;64617184	-;-;-;-	10770	0
2810408I11Rik	1;1	64679871;64683348	64690659;64690608	-;-	10789	0
Ccnyl1	1;1	64690455;64691345	64725644;64725640	+;+	35190	0
Fzd5	1;1	64730560;64730560	64737750;64737750	-;-	7191	0
Plekhm3	1;1;1;1;1	64785983;64789121;64860298;64938021;64953163	64956824;64956824;64928097;64956775;64956727	-;-;-;-;-	170842	0
Rpl31-ps24	1	64934402	64934780	+	379	0
Rpl10a-ps1	1;1	64993924;64993951	64994631;64994604	-;-	708	0
Gm24788	1	65001307	65001462	-	156	0
Akr1cl	1;1;1;1;1;1	65012689;65012689;65014470;65016068;65027685;65029527	65032747;65032759;65016543;65032686;65032732;65032748	-;-;-;-;-;-	20071	0
Gm8550	1	65028080	65028732	+	653	0
Cryge	1;1	65048554;65048557	65051149;65051119	-;-	2596	0
Crygd	1;1;1	65061872;65062345;65062731	65063452;65063301;65063452	-;-;-	1581	0
Crygc	1;1	65071525;65071534	65073689;65073521	-;-	2165	0
Crygb	1	65080228	65082267	-	2040	0
Cryga	1;1	65100389;65100389	65103373;65103360	-;-	2985	0
D630023F18Rik	1;1;1;1	65100619;65105285;65107313;65108719	65119558;65123214;65123193;65123114	-;-;-;-	22596	0
Idh1	1;1;1	65158616;65158618;65168589	65179181;65186479;65175564	-;-;-	27864	0
Pikfyve	1;1	65186750;65186750	65274012;65274012	+;+	87263	0
Pth2r	1;1	65282056;65311257	65345341;65389244	+;+	107189	0
Gm5255	1	65550464	65551237	-	774	0
Gm8805	1	65552682	65552994	+	313	0
Crygf	1;1	65926522;65926538	65928307;65928306	+;+	1786	0
Gm8809	1	66032183	66032925	-	743	0
Gm15659	1	66033085	66033425	+	341	0
Gm8812	1	66062965	66063376	+	412	0
Map2	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	66175273;66175313;66175316;66175471;66175550;66251647;66251662;66321719;66321836;66321998;66322102;66364655;66364658;66380512;66380702;66386945;66386978;66386985;66387011;66415261;66416111;66416111;66416791;66433575	66380617;66442028;66442583;66322439;66195378;66442581;66442581;66439188;66404131;66381291;66401486;66442583;66442583;66413401;66412930;66439956;66414251;66408272;66401575;66425504;66438304;66438304;66438281;66439453	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	267311	0
Gm24729	1	66305889	66306025	+	137	0
Gm10558	1	66322276	66328796	-	6521	0
Gm25411	1	66436082	66436232	+	151	0
Unc80	1;1;1;1	66468367;66468414;66468430;66679699	66699866;66504944;66486190;66696663	+;+;+;+	231500	0
Rpe	1;1;1;1	66700831;66700831;66700831;66700831	66715194;66719805;66719805;66719805	+;+;+;+	18975	0
Kansl1l	1;1;1;1	66719248;66719363;66735542;66776998	66801210;66817546;66817562;66808794	-;-;-;-	98315	0
Gm15789	1	66783913	66786445	+	2533	0
Acadl	1;1	66830839;66845299	66863277;66858331	-;-	32439	0
Gm15793	1	66849108	66849602	-	495	0
Gm26010	1	66856641	66856703	+	63	0
Gm25832	1	66866797	66866926	+	130	0
Myl1	1;1;1;1;1;1	66924295;66924298;66925023;66926066;66926622;66944463	66945143;66935354;66935350;66935333;66945384;66945404	-;-;-;-;-;-	21110	0
Rpl31-ps14	1	66948563	66948940	-	378	0
Gm15826	1	66951829	66953469	+	1641	0
Lancl1	1;1;1;1;1	67000517;67000517;67003375;67007018;67009933	67038865;67038872;67038834;67021065;67038834	-;-;-;-;-	38356	0
Cps1	1	67123026	67231259	+	108234	0
Gm15668	1	67249200	67323609	+	74410	0
Gm26342	1	67257224	67257352	+	129	0
Kif22-ps	1	67585053	67587036	+	1984	0
Gm22548	1	67616975	67617052	+	78	0
Gm15669	1	67792481	67805324	+	12844	0
Gm23189	1	67973676	67973777	+	102	0
Gm15671	1	68024243	68025896	+	1654	0
Erbb4	1;1;1;1;1	68032186;68032186;68250655;68290155;68298150	69107756;69108059;69107756;68298318;68330216	-;-;-;-;-	1075874	0
Gm15670	1	68293280	68293726	-	447	0
Gm25542	1	68384942	68385035	-	94	0
Gm16076	1	69091913	69106740	-	14828	0
Gm8840	1	69130914	69131299	-	386	0
Ikzf2	1	69531214	69685960	-	154747	0
Spag16	1;1;1;1	69826988;69826988;69826992;69951621	69873760;70724942;69926242;70725132	+;+;+;+	898145	0
Gm22665	1	69921473	69921747	-	275	0
Gm23879	1	69955004	69955129	-	126	0
Gm23422	1	70596815	70596921	+	107	0
Vwc2l	1;1;1;1	70725715;70725752;70725902;70725923	70885397;70732202;70885382;70882489	+;+;+;+	159683	0
Bard1	1	71027498	71103146	-	75649	0
Gm16236	1	71039652	71040030	-	379	0
Abca12	1	71243090	71414910	-	171821	0
Atic	1;1;1;1;1	71557150;71557179;71557179;71557213;71568866	71579631;71563198;71573363;71563198;71572960	+;+;+;+;+	22482	0
Fn1	1	71585523	71653171	-	67649	0
Apol7d	1;1;1;1	71652837;71652888;71653335;71653339	71657457;71662053;71662843;71657245	+;+;+;+	10007	0
Gm5528	1	72004288	72004770	+	483	0
Mreg	1	72159233	72212307	-	53075	0
Gm25360	1	72226240	72226430	+	191	0
D230017M19Rik	1;1;1	72236465;72244021;72264693	72266136;72274869;72267178	+;+;+	38405	0
Gm23472	1	72236946	72237136	+	191	0
Gm24497	1	72244213	72244403	+	191	0
Gm25939	1	72255008	72255198	+	191	0
Pecr	1;1;1;1	72259167;72259172;72259172;72266996	72284259;72284314;72284313;72284259	-;-;-;-	25148	0
Tmem169	1;1	72284369;72284395	72303104;72300773	+;+	18736	0
Xrcc5	1	72307421	72394952	+	87532	0
4-Mar	1	72427112	72536930	-	109819	0
Gm15843	1	72459499	72460027	+	529	0
Smarcal1	1;1;1;1;1;1;1;1;1	72583251;72583251;72583251;72583251;72583251;72583251;72583615;72585638;72616522	72585991;72595831;72596271;72599399;72626916;72633134;72633134;72626916;72628299	+;+;+;+;+;+;+;+;+	49884	0
Ankar	1	72642980	72700564	-	57585	0
Rpl37a	1	72711260	72713809	+	2550	0
Igfbp2	1;1;1	72824503;72825322;72848699	72852474;72852467;72852148	+;+;+	27972	0
Igfbp5	1;1	72857932;72858065	72874884;72874275	-;-	16953	0
Tnp1	1	73015083	73015899	-	817	0
Pinc	1	73392246	73392399	+	154	0
Gm25329	1	73763710	73763835	+	126	0
mmu-mir-6351	1	73855477	73855575	-	99	0
Tns1	1	73910231	74124447	-	214217	0
